CityName,SiteCode,ZoneName,Year,Month,DeathRegMale,DeathRegFemale,DeathRegCount,CertiIssueCountMale,CertiIssueCountFeMale,CertiIssueCount,Gender_Ratio,Efficiency,Gap,Date
Surat,505,East Zone,1989,4,2,1,3,0.0,0.0,0.0,1.0,0.0,3.0,1989-04-01
Surat,713,South West Zone,1989,4,3,1,4,4.0,0.0,4.0,1.5,0.8,0.0,1989-04-01
Surat,102,0,1989,4,138,109,247,78.0,29.0,107.0,1.2545454545454546,0.4314516129032258,140.0,1989-04-01
Surat,802,South East Zone,1989,4,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-04-01
Surat,611,South Zone,1989,4,1,0,1,5.0,0.0,5.0,1.0,2.5,-4.0,1989-04-01
Surat,715,South West Zone,1989,4,1,1,2,0.0,2.0,2.0,0.5,0.6666666666666666,0.0,1989-04-01
Surat,408,North Zone,1989,4,4,2,6,6.0,0.0,6.0,1.3333333333333333,0.8571428571428571,0.0,1989-04-01
Surat,507,East Zone,1989,4,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-04-01
Surat,411,North Zone,1989,4,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1989-04-01
Surat,500,East Zone,1989,4,34,21,55,3.0,0.0,3.0,1.5454545454545454,0.05357142857142857,52.0,1989-04-01
Surat,508,East Zone,1989,4,1,2,3,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,1989-04-01
Surat,300,Central Zone,1989,4,153,122,275,49.0,35.0,84.0,1.2439024390243902,0.30434782608695654,191.0,1989-04-01
Surat,710,South West Zone,1989,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-04-01
Surat,100,0,1989,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-04-01
Surat,207,West Zone,1989,4,1,0,1,8.0,0.0,8.0,1.0,4.0,-7.0,1989-04-01
Surat,400,North Zone,1989,4,25,15,40,10.0,1.0,11.0,1.5625,0.2682926829268293,29.0,1989-04-01
Surat,707,South West Zone,1989,4,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-04-01
Surat,716,South West Zone,1989,4,3,0,3,0.0,0.0,0.0,3.0,0.0,3.0,1989-04-01
Surat,718,South West Zone,1989,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-04-01
Surat,715,South West Zone,1989,5,0,1,1,0.0,2.0,2.0,0.0,1.0,-1.0,1989-05-01
Surat,408,North Zone,1989,5,3,2,5,2.0,0.0,2.0,1.0,0.3333333333333333,3.0,1989-05-01
Surat,409,North Zone,1989,5,0,1,1,0.0,2.0,2.0,0.0,1.0,-1.0,1989-05-01
Surat,505,East Zone,1989,5,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-05-01
Surat,602,South Zone,1989,5,13,9,22,0.0,0.0,0.0,1.3,0.0,22.0,1989-05-01
Surat,500,East Zone,1989,5,26,12,38,24.0,9.0,33.0,2.0,0.8461538461538461,5.0,1989-05-01
Surat,608,South Zone,1989,5,2,0,2,2.0,0.0,2.0,2.0,0.6666666666666666,0.0,1989-05-01
Surat,700,South West Zone,1989,5,23,10,33,5.0,1.0,6.0,2.090909090909091,0.17647058823529413,27.0,1989-05-01
Surat,102,0,1989,5,131,81,212,55.0,22.0,77.0,1.5975609756097562,0.3615023474178404,135.0,1989-05-01
Surat,300,Central Zone,1989,5,150,89,239,14.0,18.0,32.0,1.6666666666666667,0.13333333333333333,207.0,1989-05-01
Surat,609,South Zone,1989,5,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-05-01
Surat,707,South West Zone,1989,5,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-05-01
Surat,718,South West Zone,1989,5,1,0,1,4.0,0.0,4.0,1.0,2.0,-3.0,1989-05-01
Surat,207,West Zone,1989,5,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-05-01
Surat,802,South East Zone,1989,5,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1989-05-01
Surat,400,North Zone,1989,5,15,16,31,4.0,1.0,5.0,0.8823529411764706,0.15625,26.0,1989-05-01
Surat,713,South West Zone,1989,5,3,0,3,0.0,0.0,0.0,3.0,0.0,3.0,1989-05-01
Surat,411,North Zone,1989,5,1,0,1,2.0,0.0,2.0,1.0,1.0,-1.0,1989-05-01
Surat,508,East Zone,1989,5,2,1,3,0.0,0.0,0.0,1.0,0.0,3.0,1989-05-01
Surat,719,South West Zone,1989,6,2,0,2,5.0,0.0,5.0,2.0,1.6666666666666667,-3.0,1989-06-01
Surat,300,Central Zone,1989,6,127,74,201,23.0,10.0,33.0,1.6933333333333334,0.16336633663366337,168.0,1989-06-01
Surat,505,East Zone,1989,6,2,1,3,0.0,0.0,0.0,1.0,0.0,3.0,1989-06-01
Surat,802,South East Zone,1989,6,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-06-01
Surat,803,South East Zone,1989,6,1,0,1,6.0,0.0,6.0,1.0,3.0,-5.0,1989-06-01
Surat,102,0,1989,6,91,72,163,47.0,25.0,72.0,1.2465753424657535,0.43902439024390244,91.0,1989-06-01
Surat,615,South Zone,1989,6,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-06-01
Surat,707,South West Zone,1989,6,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-06-01
Surat,400,North Zone,1989,6,23,16,39,2.0,2.0,4.0,1.3529411764705883,0.1,35.0,1989-06-01
Surat,600,South Zone,1989,6,32,16,48,18.0,0.0,18.0,1.8823529411764706,0.3673469387755102,30.0,1989-06-01
Surat,602,South Zone,1989,6,11,7,18,0.0,1.0,1.0,1.375,0.05263157894736842,17.0,1989-06-01
Surat,408,North Zone,1989,6,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1989-06-01
Surat,500,East Zone,1989,6,32,16,48,7.0,0.0,7.0,1.8823529411764706,0.14285714285714285,41.0,1989-06-01
Surat,208,West Zone,1989,6,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1989-06-01
Surat,709,South West Zone,1989,6,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-06-01
Surat,715,South West Zone,1989,6,1,2,3,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,1989-06-01
Surat,207,West Zone,1989,6,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-06-01
Surat,612,South Zone,1989,6,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-06-01
Surat,700,South West Zone,1989,6,16,20,36,10.0,12.0,22.0,0.7619047619047619,0.5945945945945946,14.0,1989-06-01
Surat,713,South West Zone,1989,6,2,0,2,2.0,0.0,2.0,2.0,0.6666666666666666,0.0,1989-06-01
Surat,609,South Zone,1989,6,2,1,3,3.0,6.0,9.0,1.0,2.25,-6.0,1989-06-01
Surat,609,South Zone,1989,7,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-07-01
Surat,613,South Zone,1989,7,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-07-01
Surat,508,East Zone,1989,7,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-07-01
Surat,408,North Zone,1989,7,2,0,2,5.0,0.0,5.0,2.0,1.6666666666666667,-3.0,1989-07-01
Surat,500,East Zone,1989,7,29,23,52,6.0,1.0,7.0,1.2083333333333333,0.1320754716981132,45.0,1989-07-01
Surat,608,South Zone,1989,7,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1989-07-01
Surat,612,South Zone,1989,7,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-07-01
Surat,100,0,1989,7,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-07-01
Surat,803,South East Zone,1989,7,0,1,1,0.0,8.0,8.0,0.0,4.0,-7.0,1989-07-01
Surat,709,South West Zone,1989,7,2,1,3,4.0,0.0,4.0,1.0,1.0,-1.0,1989-07-01
Surat,713,South West Zone,1989,7,2,2,4,0.0,0.0,0.0,0.6666666666666666,0.0,4.0,1989-07-01
Surat,602,South Zone,1989,7,30,14,44,0.0,6.0,6.0,2.0,0.13333333333333333,38.0,1989-07-01
Surat,600,South Zone,1989,7,33,21,54,0.0,0.0,0.0,1.5,0.0,54.0,1989-07-01
Surat,615,South Zone,1989,7,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1989-07-01
Surat,102,0,1989,7,109,82,191,64.0,39.0,103.0,1.3132530120481927,0.5364583333333334,88.0,1989-07-01
Surat,714,South West Zone,1989,7,2,0,2,22.0,0.0,22.0,2.0,7.333333333333333,-20.0,1989-07-01
Surat,300,Central Zone,1989,7,146,76,222,14.0,18.0,32.0,1.896103896103896,0.14349775784753363,190.0,1989-07-01
Surat,400,North Zone,1989,7,24,16,40,0.0,6.0,6.0,1.411764705882353,0.14634146341463414,34.0,1989-07-01
Surat,410,North Zone,1989,7,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-07-01
Surat,700,South West Zone,1989,7,22,20,42,3.0,10.0,13.0,1.0476190476190477,0.3023255813953488,29.0,1989-07-01
Surat,716,South West Zone,1989,7,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-07-01
Surat,505,East Zone,1989,7,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1989-07-01
Surat,801,South East Zone,1989,7,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-07-01
Surat,718,South West Zone,1989,8,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-08-01
Surat,400,North Zone,1989,8,32,25,57,14.0,1.0,15.0,1.2307692307692308,0.25862068965517243,42.0,1989-08-01
Surat,411,North Zone,1989,8,1,0,1,8.0,0.0,8.0,1.0,4.0,-7.0,1989-08-01
Surat,802,South East Zone,1989,8,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-08-01
Surat,700,South West Zone,1989,8,33,20,53,10.0,0.0,10.0,1.5714285714285714,0.18518518518518517,43.0,1989-08-01
Surat,715,South West Zone,1989,8,3,1,4,1.0,0.0,1.0,1.5,0.2,3.0,1989-08-01
Surat,717,South West Zone,1989,8,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-08-01
Surat,207,West Zone,1989,8,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-08-01
Surat,505,East Zone,1989,8,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1989-08-01
Surat,801,South East Zone,1989,8,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-08-01
Surat,102,0,1989,8,127,108,235,40.0,41.0,81.0,1.165137614678899,0.3432203389830508,154.0,1989-08-01
Surat,300,Central Zone,1989,8,129,74,203,56.0,18.0,74.0,1.72,0.3627450980392157,129.0,1989-08-01
Surat,713,South West Zone,1989,8,5,3,8,4.0,0.0,4.0,1.25,0.4444444444444444,4.0,1989-08-01
Surat,716,South West Zone,1989,8,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-08-01
Surat,408,North Zone,1989,8,2,1,3,0.0,0.0,0.0,1.0,0.0,3.0,1989-08-01
Surat,709,South West Zone,1989,8,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1989-08-01
Surat,500,East Zone,1989,8,42,19,61,3.0,0.0,3.0,2.1,0.04838709677419355,58.0,1989-08-01
Surat,508,East Zone,1989,8,2,4,6,0.0,0.0,0.0,0.4,0.0,6.0,1989-08-01
Surat,600,South Zone,1989,8,33,31,64,5.0,1.0,6.0,1.03125,0.09230769230769231,58.0,1989-08-01
Surat,602,South Zone,1989,8,30,24,54,0.0,0.0,0.0,1.2,0.0,54.0,1989-08-01
Surat,208,West Zone,1989,9,0,1,1,0.0,5.0,5.0,0.0,2.5,-4.0,1989-09-01
Surat,500,East Zone,1989,9,39,18,57,8.0,0.0,8.0,2.0526315789473686,0.13793103448275862,49.0,1989-09-01
Surat,602,South Zone,1989,9,21,17,38,0.0,2.0,2.0,1.1666666666666667,0.05128205128205128,36.0,1989-09-01
Surat,612,South Zone,1989,9,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-09-01
Surat,700,South West Zone,1989,9,25,3,28,1.0,0.0,1.0,6.25,0.034482758620689655,27.0,1989-09-01
Surat,713,South West Zone,1989,9,3,2,5,1.0,5.0,6.0,1.0,1.0,-1.0,1989-09-01
Surat,102,0,1989,9,118,85,203,33.0,28.0,61.0,1.372093023255814,0.29901960784313725,142.0,1989-09-01
Surat,207,West Zone,1989,9,2,0,2,5.0,0.0,5.0,2.0,1.6666666666666667,-3.0,1989-09-01
Surat,801,South East Zone,1989,9,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1989-09-01
Surat,611,South Zone,1989,9,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-09-01
Surat,714,South West Zone,1989,9,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-09-01
Surat,715,South West Zone,1989,9,2,2,4,1.0,0.0,1.0,0.6666666666666666,0.2,3.0,1989-09-01
Surat,409,North Zone,1989,9,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-09-01
Surat,410,North Zone,1989,9,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-09-01
Surat,508,East Zone,1989,9,1,2,3,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,1989-09-01
Surat,600,South Zone,1989,9,23,18,41,2.0,2.0,4.0,1.2105263157894737,0.09523809523809523,37.0,1989-09-01
Surat,709,South West Zone,1989,9,1,0,1,1.0,0.0,1.0,1.0,0.5,0.0,1989-09-01
Surat,300,Central Zone,1989,9,141,105,246,25.0,30.0,55.0,1.330188679245283,0.22267206477732793,191.0,1989-09-01
Surat,400,North Zone,1989,9,30,11,41,7.0,1.0,8.0,2.5,0.19047619047619047,33.0,1989-09-01
Surat,707,South West Zone,1989,9,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1989-09-01
Surat,505,East Zone,1989,9,2,2,4,0.0,0.0,0.0,0.6666666666666666,0.0,4.0,1989-09-01
Surat,609,South Zone,1989,10,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-10-01
Surat,713,South West Zone,1989,10,3,0,3,2.0,0.0,2.0,3.0,0.5,1.0,1989-10-01
Surat,716,South West Zone,1989,10,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1989-10-01
Surat,100,0,1989,10,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-10-01
Surat,208,West Zone,1989,10,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-10-01
Surat,608,South Zone,1989,10,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-10-01
Surat,410,North Zone,1989,10,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1989-10-01
Surat,500,East Zone,1989,10,26,20,46,4.0,3.0,7.0,1.2380952380952381,0.14893617021276595,39.0,1989-10-01
Surat,615,South Zone,1989,10,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1989-10-01
Surat,700,South West Zone,1989,10,21,19,40,26.0,0.0,26.0,1.05,0.6341463414634146,14.0,1989-10-01
Surat,102,0,1989,10,101,104,205,44.0,25.0,69.0,0.9619047619047619,0.33495145631067963,136.0,1989-10-01
Surat,207,West Zone,1989,10,1,1,2,1.0,0.0,1.0,0.5,0.3333333333333333,1.0,1989-10-01
Surat,506,East Zone,1989,10,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-10-01
Surat,505,East Zone,1989,10,2,1,3,0.0,0.0,0.0,1.0,0.0,3.0,1989-10-01
Surat,508,East Zone,1989,10,1,3,4,0.0,0.0,0.0,0.25,0.0,4.0,1989-10-01
Surat,600,South Zone,1989,10,25,25,50,3.0,1.0,4.0,0.9615384615384616,0.0784313725490196,46.0,1989-10-01
Surat,209,West Zone,1989,10,1,0,1,4.0,0.0,4.0,1.0,2.0,-3.0,1989-10-01
Surat,300,Central Zone,1989,10,140,75,215,70.0,14.0,84.0,1.8421052631578947,0.3888888888888889,131.0,1989-10-01
Surat,400,North Zone,1989,10,30,16,46,11.0,4.0,15.0,1.7647058823529411,0.3191489361702128,31.0,1989-10-01
Surat,408,North Zone,1989,10,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-10-01
Surat,709,South West Zone,1989,10,2,0,2,2.0,0.0,2.0,2.0,0.6666666666666666,0.0,1989-10-01
Surat,719,South West Zone,1989,10,1,1,2,0.0,3.0,3.0,0.5,1.0,-1.0,1989-10-01
Surat,602,South Zone,1989,10,16,10,26,0.0,0.0,0.0,1.4545454545454546,0.0,26.0,1989-10-01
Surat,709,South West Zone,1989,11,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-11-01
Surat,208,West Zone,1989,11,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-11-01
Surat,209,West Zone,1989,11,1,0,1,3.0,0.0,3.0,1.0,1.5,-2.0,1989-11-01
Surat,400,North Zone,1989,11,23,15,38,16.0,5.0,21.0,1.4375,0.5384615384615384,17.0,1989-11-01
Surat,408,North Zone,1989,11,1,1,2,0.0,3.0,3.0,0.5,1.0,-1.0,1989-11-01
Surat,500,East Zone,1989,11,25,17,42,2.0,0.0,2.0,1.3888888888888888,0.046511627906976744,40.0,1989-11-01
Surat,102,0,1989,11,133,81,214,59.0,18.0,77.0,1.6219512195121952,0.3581395348837209,137.0,1989-11-01
Surat,801,South East Zone,1989,11,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-11-01
Surat,609,South Zone,1989,11,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-11-01
Surat,613,South Zone,1989,11,3,1,4,4.0,0.0,4.0,1.5,0.8,0.0,1989-11-01
Surat,713,South West Zone,1989,11,1,1,2,2.0,0.0,2.0,0.5,0.6666666666666666,0.0,1989-11-01
Surat,602,South Zone,1989,11,29,15,44,2.0,0.0,2.0,1.8125,0.044444444444444446,42.0,1989-11-01
Surat,804,South East Zone,1989,11,1,0,1,6.0,0.0,6.0,1.0,3.0,-5.0,1989-11-01
Surat,600,South Zone,1989,11,43,22,65,1.0,1.0,2.0,1.8695652173913044,0.030303030303030304,63.0,1989-11-01
Surat,608,South Zone,1989,11,1,2,3,2.0,3.0,5.0,0.3333333333333333,1.25,-2.0,1989-11-01
Surat,611,South Zone,1989,11,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-11-01
Surat,707,South West Zone,1989,11,1,1,2,5.0,0.0,5.0,0.5,1.6666666666666667,-3.0,1989-11-01
Surat,300,Central Zone,1989,11,139,95,234,50.0,19.0,69.0,1.4479166666666667,0.2936170212765957,165.0,1989-11-01
Surat,710,South West Zone,1989,11,2,0,2,2.0,0.0,2.0,2.0,0.6666666666666666,0.0,1989-11-01
Surat,718,South West Zone,1989,11,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-11-01
Surat,207,West Zone,1989,11,0,1,1,0.0,4.0,4.0,0.0,2.0,-3.0,1989-11-01
Surat,700,South West Zone,1989,11,22,17,39,13.0,6.0,19.0,1.2222222222222223,0.475,20.0,1989-11-01
Surat,715,South West Zone,1989,11,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-11-01
Surat,716,South West Zone,1989,11,1,1,2,3.0,0.0,3.0,0.5,1.0,-1.0,1989-11-01
Surat,505,East Zone,1989,11,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1989-11-01
Surat,508,East Zone,1989,11,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1989-11-01
Surat,802,South East Zone,1989,11,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1989-11-01
Surat,710,South West Zone,1989,12,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-12-01
Surat,102,0,1989,12,112,90,202,65.0,19.0,84.0,1.2307692307692308,0.41379310344827586,118.0,1989-12-01
Surat,208,West Zone,1989,12,2,0,2,6.0,0.0,6.0,2.0,2.0,-4.0,1989-12-01
Surat,300,Central Zone,1989,12,143,91,234,36.0,28.0,64.0,1.5543478260869565,0.2723404255319149,170.0,1989-12-01
Surat,400,North Zone,1989,12,26,20,46,18.0,2.0,20.0,1.2380952380952381,0.425531914893617,26.0,1989-12-01
Surat,409,North Zone,1989,12,2,0,2,4.0,0.0,4.0,2.0,1.3333333333333333,-2.0,1989-12-01
Surat,411,North Zone,1989,12,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1989-12-01
Surat,505,East Zone,1989,12,1,1,2,0.0,1.0,1.0,0.5,0.3333333333333333,1.0,1989-12-01
Surat,508,East Zone,1989,12,9,1,10,12.0,0.0,12.0,4.5,1.0909090909090908,-2.0,1989-12-01
Surat,600,South Zone,1989,12,32,18,50,6.0,0.0,6.0,1.6842105263157894,0.11764705882352941,44.0,1989-12-01
Surat,803,South East Zone,1989,12,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-12-01
Surat,614,South Zone,1989,12,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-12-01
Surat,615,South Zone,1989,12,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-12-01
Surat,700,South West Zone,1989,12,24,24,48,33.0,4.0,37.0,0.96,0.7551020408163265,11.0,1989-12-01
Surat,714,South West Zone,1989,12,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1989-12-01
Surat,207,West Zone,1989,12,3,1,4,11.0,1.0,12.0,1.5,2.4,-8.0,1989-12-01
Surat,802,South East Zone,1989,12,2,2,4,0.0,0.0,0.0,0.6666666666666666,0.0,4.0,1989-12-01
Surat,804,South East Zone,1989,12,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1989-12-01
Surat,609,South Zone,1989,12,1,0,1,2.0,0.0,2.0,1.0,1.0,-1.0,1989-12-01
Surat,708,South West Zone,1989,12,1,0,1,5.0,0.0,5.0,1.0,2.5,-4.0,1989-12-01
Surat,408,North Zone,1989,12,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1989-12-01
Surat,500,East Zone,1989,12,34,23,57,6.0,0.0,6.0,1.4166666666666667,0.10344827586206896,51.0,1989-12-01
Surat,713,South West Zone,1989,12,3,1,4,0.0,0.0,0.0,1.5,0.0,4.0,1989-12-01
Surat,801,South East Zone,1989,12,3,0,3,0.0,0.0,0.0,3.0,0.0,3.0,1989-12-01
